WIlmanNameForPhylo;species;year;naxes;beta_total;beta_repl;beta_diff;vol_protected;vol_unprotected;disp_protected;disp_unprotected;delta_vol;delta_disp;Group;Activity-Nocturnal;BodyMass-Value;Gen_Length;Migr;RL_Status_FI_2019;Habitat_Specializ;DietSpecializ;MainHabitatOriginal;MainHabitat6;MeanLatitude;Order;Family
Anthus pratensis;Anthus pratensis;2018s;7;0,568;0,306;0,261;16,04594907;23,20546513;0,758971731;0,758744406;-7,159516061;0,000227325;bird;0;18,4;3,8;S;0;0,878195489;0,955555556;MM;other;59,47276289;PASSERIFORMES;Motacillidae
Apus apus;Apus apus;2000s;6;0,949;0,934;0,015;2,834742422;2,757493627;0,775380274;0,777146561;0,077248795;-0,001766287;bird;0;37,6;11,2;L;1;0,894505495;1;HU;other;55,6033082;CAPRIMULGIFORMES;Apodidae
Apus apus;Apus apus;2006s;6;0,629;0,578;0,051;25,72333117;27,69547004;0,645569355;0,6582166;-1,972138879;-0,012647245;bird;0;37,6;11,2;L;1;0,894505495;1;HU;other;55,6033082;CAPRIMULGIFORMES;Apodidae
Apus apus;Apus apus;2012s;7;0,833;0,826;0,007;0,086309829;0,08739022;0,619192509;0,618964216;-0,001080391;0,000228292;bird;0;37,6;11,2;L;1;0,894505495;1;HU;other;55,6033082;CAPRIMULGIFORMES;Apodidae
Apus apus;Apus apus;2018s;7;0,465;0,446;0,019;1,931037937;1,980616999;0,700319698;0,701428941;-0,049579061;-0,001109243;bird;0;37,6;11,2;L;1;0,894505495;1;HU;other;55,6033082;CAPRIMULGIFORMES;Apodidae
Certhia familiaris;Certhia familiaris;2000s;6;0,337;0,331;0,006;63,73689346;64,21888829;0,692409785;0,698531913;-0,481994829;-0,006122128;bird;0;9;3,4;R;0;0,985714286;0,911111111;FO;mixedForest;55,63473455;PASSERIFORMES;Certhiidae
Certhia familiaris;Certhia familiaris;2006s;7;0,551;0,518;0,033;0,722278753;0,68991729;0,643789392;0,655170836;0,032361463;-0,011381443;bird;0;9;3,4;R;0;0,985714286;0,911111111;FO;mixedForest;55,63473455;PASSERIFORMES;Certhiidae
Certhia familiaris;Certhia familiaris;2012s;7;0,557;0,509;0,049;4,556439735;4,873547894;0,701823459;0,701608988;-0,317108159;0,000214471;bird;0;9;3,4;R;0;0,985714286;0,911111111;FO;mixedForest;55,63473455;PASSERIFORMES;Certhiidae
Certhia familiaris;Certhia familiaris;2018s;7;0,774;0,726;0,048;2,919496263;2,69991734;0,71425012;0,707671343;0,219578923;0,006578777;bird;0;9;3,4;R;0;0,985714286;0,911111111;FO;mixedForest;55,63473455;PASSERIFORMES;Certhiidae
Gallinago gallinago;Gallinago gallinago;2000s;7;0,567;0,563;0,004;15,60587636;15,51899421;0,724579004;0,726082917;0,086882146;-0,001503913;bird;0;112,94;4,8;S;0;0,857142857;0,933333333;WE;water;57,95238713;CHARADRIIFORMES;Scolopacidae
Gallinago gallinago;Gallinago gallinago;2006s;7;0,545;0,462;0,083;14,43834554;12,88016039;0,761312468;0,761308329;1,558185148;4,14E-06;bird;0;112,94;4,8;S;0;0,857142857;0,933333333;WE;water;57,95238713;CHARADRIIFORMES;Scolopacidae
Gallinago gallinago;Gallinago gallinago;2012s;7;0,687;0,679;0,009;4,627893315;4,567794673;0,725713072;0,721038954;0,060098642;0,004674118;bird;0;112,94;4,8;S;0;0,857142857;0,933333333;WE;water;57,95238713;CHARADRIIFORMES;Scolopacidae
Gallinago gallinago;Gallinago gallinago;2018s;7;0,478;0,352;0,126;12,68619762;14,98226255;0,737327741;0,734185307;-2,296064932;0,003142434;bird;0;112,94;4,8;S;0;0,857142857;0,933333333;WE;water;57,95238713;CHARADRIIFORMES;Scolopacidae
Muscicapa striata;Muscicapa striata;2000s;6;0,296;0,274;0,022;153,1207029;157,0964404;0,727638054;0,727131252;-3,975737496;0,000506801;bird;0;15,9;2,9;L;0;0,942857143;0,955555556;FO;mixedForest;56,36536582;PASSERIFORMES;Muscicapidae
Muscicapa striata;Muscicapa striata;2006s;7;0,355;0,315;0,04;12,18343348;11,60778484;0,677770281;0,667608627;0,575648638;0,010161654;bird;0;15,9;2,9;L;0;0,942857143;0,955555556;FO;mixedForest;56,36536582;PASSERIFORMES;Muscicapidae
Muscicapa striata;Muscicapa striata;2012s;7;0,355;0,327;0,028;9,682720202;10,01408983;0,65317074;0,648343179;-0,331369626;0,004827561;bird;0;15,9;2,9;L;0;0,942857143;0,955555556;FO;mixedForest;56,36536582;PASSERIFORMES;Muscicapidae
Muscicapa striata;Muscicapa striata;2018s;7;0,546;0,433;0,113;4,474542587;3,82814428;0,67122944;0,673320928;0,646398307;-0,002091488;bird;0;15,9;2,9;L;0;0,942857143;0,955555556;FO;mixedForest;56,36536582;PASSERIFORMES;Muscicapidae
Pluvialis apricaria;Pluvialis apricaria;2000s;5;0,084;0,067;0,018;16173,56299;16472,85703;0,780382529;0,789992985;-299,2940398;-0,009610456;bird;0;214;5,2;S;0;0,883116883;0,866666667;MM;other;60,88029986;CHARADRIIFORMES;Charadriidae
Pluvialis apricaria;Pluvialis apricaria;2006s;5;0,091;0,076;0,016;5967,542908;6066,248764;0,80167658;0,800313445;-98,70585607;0,001363136;bird;0;214;5,2;S;0;0,883116883;0,866666667;MM;other;60,88029986;CHARADRIIFORMES;Charadriidae
Pluvialis apricaria;Pluvialis apricaria;2012s;5;0,301;0,287;0,014;1151,044887;1170,101359;0,733941593;0,727452488;-19,05647211;0,006489105;bird;0;214;5,2;S;0;0,883116883;0,866666667;MM;other;60,88029986;CHARADRIIFORMES;Charadriidae
Pluvialis apricaria;Pluvialis apricaria;2018s;7;0,668;0,667;0,001;5,789751323;5,780669363;0,766122681;0,773044707;0,00908196;-0,006922026;bird;0;214;5,2;S;0;0,883116883;0,866666667;MM;other;60,88029986;CHARADRIIFORMES;Charadriidae
Parus cinctus;Poecile cinctus;2000s;5;0,097;0,054;0,043;27948,70825;26715,10339;0,849825351;0,851635335;1233,604854;-0,001809984;bird;0;11,4;4,4;R;0;0,978571429;0,888888889;CF;coniferous;60,67768812;PASSERIFORMES;Paridae
Parus cinctus;Poecile cinctus;2012s;3;0,051;0,047;0,004;51334,39531;51571,74459;0,628531942;0,642365286;-237,3492806;-0,013833344;bird;0;11,4;4,4;R;0;0,978571429;0,888888889;CF;coniferous;60,67768812;PASSERIFORMES;Paridae
Parus cinctus;Poecile cinctus;2018s;4;0,046;0,042;0,004;57496,54951;57707,34238;0,808264412;0,803607184;-210,7928691;0,004657228;bird;0;11,4;4,4;R;0;0,978571429;0,888888889;CF;coniferous;60,67768812;PASSERIFORMES;Paridae
Parus montanus;Poecile montanus;2000s;6;0,42;0,417;0,003;89,62317096;89,95224951;0,696152017;0,703094263;-0,329078557;-0,006942246;bird;0;11,1;4,6;R;1;0,9;0,866666667;FO;mixedForest;55,62707238;PASSERIFORMES;Paridae
Parus montanus;Poecile montanus;2006s;7;0,454;0,418;0,036;4,770477817;4,553382615;0,675700405;0,666232319;0,217095201;0,009468086;bird;0;11,1;4,6;R;1;0,9;0,866666667;FO;mixedForest;55,62707238;PASSERIFORMES;Paridae
Parus montanus;Poecile montanus;2012s;7;0,782;0,775;0,007;1,246550834;1,233146024;0,667596441;0,665851695;0,013404811;0,001744746;bird;0;11,1;4,6;R;1;0,9;0,866666667;FO;mixedForest;55,62707238;PASSERIFORMES;Paridae
Parus montanus;Poecile montanus;2018s;7;0,456;0,454;0,002;5,553646504;5,538474694;0,636207614;0,63740733;0,01517181;-0,001199715;bird;0;11,1;4,6;R;1;0,9;0,866666667;FO;mixedForest;55,62707238;PASSERIFORMES;Paridae
Regulus regulus;Regulus regulus;2000s;6;0,319;0,222;0,097;68,98656535;77,455785;0,635940032;0,641935824;-8,469219649;-0,005995792;bird;0;5,54;2,7;R;0;0,977142857;1;CF;coniferous;55,26072105;PASSERIFORMES;Reguliidae
Regulus regulus;Regulus regulus;2006s;7;0,638;0,623;0,014;1,192355921;1,217772324;0,632990431;0,637986298;-0,025416404;-0,004995867;bird;0;5,54;2,7;R;0;0,977142857;1;CF;coniferous;55,26072105;PASSERIFORMES;Reguliidae
Regulus regulus;Regulus regulus;2012s;7;0,625;0,544;0,081;4,269367267;4,802786525;0,693538452;0,703652645;-0,533419258;-0,010114193;bird;0;5,54;2,7;R;0;0,977142857;1;CF;coniferous;55,26072105;PASSERIFORMES;Reguliidae
Regulus regulus;Regulus regulus;2018s;7;0,698;0,664;0,034;3,081853378;2,926744997;0,682644566;0,674800813;0,155108382;0,007843753;bird;0;5,54;2,7;R;0;0,977142857;1;CF;coniferous;55,26072105;PASSERIFORMES;Reguliidae
Phylloscopus sibilatrix;Rhadina sibilatrix;2000s;7;0,447;0,394;0,053;9,721413688;9,085360042;0,736706902;0,73212709;0,636053646;0,004579812;bird;0;9,2;3,6;L;0;0,99047619;0,955555556;DF;deciduous;54,74318047;PASSERIFORMES;Sylviidae
Phylloscopus sibilatrix;Rhadina sibilatrix;2006s;7;0,482;0,456;0,026;8,959621796;9,266342863;0,696864306;0,698705196;-0,306721067;-0,00184089;bird;0;9,2;3,6;L;0;0,99047619;0,955555556;DF;deciduous;54,74318047;PASSERIFORMES;Sylviidae
Phylloscopus sibilatrix;Rhadina sibilatrix;2012s;7;0,269;0,253;0,016;51,15263921;52,0952845;0,707195113;0,710125785;-0,94264529;-0,002930672;bird;0;9,2;3,6;L;0;0,99047619;0,955555556;DF;deciduous;54,74318047;PASSERIFORMES;Sylviidae
Phylloscopus sibilatrix;Rhadina sibilatrix;2018s;7;0,41;0,403;0,007;22,36972066;22,56868003;0,718586662;0,718010748;-0,19895937;0,000575914;bird;0;9,2;3,6;L;0;0,99047619;0,955555556;DF;deciduous;54,74318047;PASSERIFORMES;Sylviidae
Emberiza schoeniclus;Schoeniclus schoeniclus;2000s;7;0,583;0,573;0,01;15,35187477;15,57784165;0,684753774;0,683274947;-0,225966885;0,001478827;bird;0;18,4;3,6;S;1;0,9;0,844444444;WE;water;58,66789046;PASSERIFORMES;Emberizidae
Emberiza schoeniclus;Schoeniclus schoeniclus;2006s;7;0,38;0,312;0,068;39,94656198;36,7407524;0,749692313;0,752452115;3,205809576;-0,002759802;bird;0;18,4;3,6;S;1;0,9;0,844444444;WE;water;58,66789046;PASSERIFORMES;Emberizidae
Emberiza schoeniclus;Schoeniclus schoeniclus;2012s;7;0,471;0,426;0,045;55,72424102;52,51303364;0,755936269;0,74863661;3,211207381;0,007299659;bird;0;18,4;3,6;S;1;0,9;0,844444444;WE;water;58,66789046;PASSERIFORMES;Emberizidae
Emberiza schoeniclus;Schoeniclus schoeniclus;2018s;7;0,277;0,232;0,046;107,4208921;101,8608643;0,746224321;0,759217196;5,560027753;-0,012992875;bird;0;18,4;3,6;S;1;0,9;0,844444444;WE;water;58,66789046;PASSERIFORMES;Emberizidae
Tringa erythropus;Tringa erythropus;2000s;5;0,063;0,058;0,005;15072,95867;15000,01184;0,76642483;0,761629789;72,94682603;0,004795041;bird;0;158;5,6;L;0;0,757142857;0,933333333;MM;other;62,14533008;CHARADRIIFORMES;Scolopacidae
Tringa erythropus;Tringa erythropus;2006s;5;0,071;0,068;0,004;16927,269;16990,29905;0,804528114;0,793112973;-63,03005416;0,011415141;bird;0;158;5,6;L;0;0,757142857;0,933333333;MM;other;62,14533008;CHARADRIIFORMES;Scolopacidae
Tringa erythropus;Tringa erythropus;2018s;5;0,132;0,054;0,078;13536,54007;14718,17033;0,841122956;0,842196925;-1181,630257;-0,001073969;bird;0;158;5,6;L;0;0,757142857;0,933333333;MM;other;62,14533008;CHARADRIIFORMES;Scolopacidae
Tringa nebularia;Tringa nebularia;2000s;7;0,602;0,599;0,004;17,0818432;16,99348346;0,743004618;0,748250252;0,088359741;-0,005245634;bird;0;187;6,3;L;0;0,8;0,933333333;MM;other;59,05746153;CHARADRIIFORMES;Scolopacidae
Tringa nebularia;Tringa nebularia;2006s;7;0,999;0,943;0,056;0,002310256;0,002065585;0,694915427;0,689620236;0,000244671;0,005295191;bird;0;187;6,3;L;0;0,8;0,933333333;MM;other;59,05746153;CHARADRIIFORMES;Scolopacidae
Tringa nebularia;Tringa nebularia;2012s;6;0,716;0,667;0,049;7,055395875;6,533714528;0,653255117;0,63625627;0,521681347;0,016998847;bird;0;187;6,3;L;0;0,8;0,933333333;MM;other;59,05746153;CHARADRIIFORMES;Scolopacidae
Tringa nebularia;Tringa nebularia;2018s;7;0,719;0,661;0,057;0,581049878;0,635554729;0,700701495;0,698431902;-0,054504851;0,002269593;bird;0;187;6,3;L;0;0,8;0,933333333;MM;other;59,05746153;CHARADRIIFORMES;Scolopacidae
Troglodytes troglodytes;Troglodytes troglodytes;2000s;6;0,995;0,988;0,007;0,096102175;0,094801525;0,677188325;0,669381489;0,001300649;0,007806836;bird;0;9,74;3,5;S;0;0,942857143;0,777777778;FO;mixedForest;54,7503114;PASSERIFORMES;Troglodytidae
Troglodytes troglodytes;Troglodytes troglodytes;2006s;6;0,383;0,362;0,02;41,35698621;42,41124165;0,65002959;0,655774119;-1,054255434;-0,005744528;bird;0;9,74;3,5;S;0;0,942857143;0,777777778;FO;mixedForest;54,7503114;PASSERIFORMES;Troglodytidae
Troglodytes troglodytes;Troglodytes troglodytes;2012s;7;0,512;0,493;0,019;9,326770737;9,573101401;0,719212774;0,719759436;-0,246330664;-0,000546662;bird;0;9,74;3,5;S;0;0,942857143;0,777777778;FO;mixedForest;54,7503114;PASSERIFORMES;Troglodytidae
Troglodytes troglodytes;Troglodytes troglodytes;2018s;7;0,443;0,42;0,023;22,72844293;22,06625679;0,741567662;0,742879184;0,662186134;-0,001311522;bird;0;9,74;3,5;S;0;0,942857143;0,777777778;FO;mixedForest;54,7503114;PASSERIFORMES;Troglodytidae
Corvus corax;Corvus corax;2000s;6;0,996;0,994;0,002;0,122049647;0,122579114;0,744568084;0,743613861;-0,000529466;0,000954224;bird;0;927,97;7,9;R;0;0,978571429;0,355555556;FO;mixedForest;56,94486242;PASSERIFORMES;Corvidae
Corvus corax;Corvus corax;2006s;7;0,999;0,973;0,026;0,004615309;0,004862519;0,7922938;0,795107931;-0,000247211;-0,00281413;bird;0;927,97;7,9;R;0;0,978571429;0,355555556;FO;mixedForest;56,94486242;PASSERIFORMES;Corvidae
Corvus corax;Corvus corax;2012s;7;0,524;0,469;0,055;9,612052819;8,923762104;0,697660174;0,691071025;0,688290715;0,006589149;bird;0;927,97;7,9;R;0;0,978571429;0,355555556;FO;mixedForest;56,94486242;PASSERIFORMES;Corvidae
Corvus corax;Corvus corax;2018s;7;0,44;0,398;0,042;15,89927024;15,0696994;0,729901403;0,728195895;0,82957084;0,001705508;bird;0;927,97;7,9;R;0;0,978571429;0,355555556;FO;mixedForest;56,94486242;PASSERIFORMES;Corvidae
Dendrocopos major;Dendrocopos major;2000s;6;0,996;0,968;0,028;0,014210292;0,013449062;0,655490754;0,645047711;0,00076123;0,010443043;bird;0;74,94;5,2;R;0;0,952380952;0,822222222;FO;mixedForest;55,65936146;PICIFORMES;Picidae
Dendrocopos major;Dendrocopos major;2006s;7;0,546;0,542;0,004;3,187200351;3,205066319;0,644497388;0,644324311;-0,017865968;0,000173076;bird;0;74,94;5,2;R;0;0,952380952;0,822222222;FO;mixedForest;55,65936146;PICIFORMES;Picidae
Dendrocopos major;Dendrocopos major;2012s;7;0,646;0,617;0,029;2,085877089;2,176119556;0,633054524;0,638412872;-0,090242466;-0,005358347;bird;0;74,94;5,2;R;0;0,952380952;0,822222222;FO;mixedForest;55,65936146;PICIFORMES;Picidae
Dendrocopos major;Dendrocopos major;2018s;7;0,537;0,535;0,002;5,842399083;5,860538602;0,686491209;0,691727213;-0,018139519;-0,005236004;bird;0;74,94;5,2;R;0;0,952380952;0,822222222;FO;mixedForest;55,65936146;PICIFORMES;Picidae
Loxia leucoptera;Loxia leucoptera;2012s;4;0,046;0,045;0,001;36639,14645;36592,57531;0,740932775;0,75185218;46,57114474;-0,010919405;bird;0;28,69;3,4;R;0;0,985714286;0,711111111;CF;coniferous;60,81244975;PASSERIFORMES;Fringillidae
Loxia leucoptera;Loxia leucoptera;2018s;5;0,102;0,089;0,013;3918,472689;3863,672593;0,678138854;0,675986392;54,80009511;0,002152462;bird;0;28,69;3,4;R;0;0,985714286;0,711111111;CF;coniferous;60,81244975;PASSERIFORMES;Fringillidae
Tetrao tetrix;Lyrurus tetrix;2000s;7;0,491;0,485;0,006;8,228881968;8,291226229;0,69151297;0,694133066;-0,062344261;-0,002620096;bird;0;1068,66;6,4;R;0;0,935064935;0,866666667;FO;mixedForest;56,41428857;GALLIFORMES;Phasianidae
Tetrao tetrix;Lyrurus tetrix;2006s;7;0,435;0,409;0,026;11,11855449;10,75306697;0,684949725;0,682100039;0,365487515;0,002849686;bird;0;1068,66;6,4;R;0;0,935064935;0,866666667;FO;mixedForest;56,41428857;GALLIFORMES;Phasianidae
Tetrao tetrix;Lyrurus tetrix;2012s;7;0,686;0,666;0,02;0,703559341;0,682268114;0,650186116;0,650207452;0,021291227;-2,13E-05;bird;0;1068,66;6,4;R;0;0,935064935;0,866666667;FO;mixedForest;56,41428857;GALLIFORMES;Phasianidae
Tetrao tetrix;Lyrurus tetrix;2018s;7;0,816;0,802;0,015;0,475635741;0,487638719;0,665267348;0,668606204;-0,012002978;-0,003338856;bird;0;1068,66;6,4;R;0;0,935064935;0,866666667;FO;mixedForest;56,41428857;GALLIFORMES;Phasianidae
Parus major;Parus major;2000s;7;0,687;0,682;0,006;2,21224682;2,231165712;0,717915631;0,718037468;-0,018918891;-0,000121837;bird;0;16,25;4,3;R;0;0,911111111;0,711111111;DF;deciduous;55,95358639;PASSERIFORMES;Paridae
Parus major;Parus major;2006s;7;0,382;0,368;0,014;8,036864627;7,900988981;0,659622351;0,666531914;0,135875646;-0,006909563;bird;0;16,25;4,3;R;0;0,911111111;0,711111111;DF;deciduous;55,95358639;PASSERIFORMES;Paridae
Parus major;Parus major;2012s;7;0,585;0,575;0,009;2,705731418;2,670065707;0,675230567;0,674427606;0,035665711;0,000802961;bird;0;16,25;4,3;R;0;0,911111111;0,711111111;DF;deciduous;55,95358639;PASSERIFORMES;Paridae
Parus major;Parus major;2018s;7;0,487;0,408;0,079;5,836710861;6,479479752;0,677761417;0,679444802;-0,642768891;-0,001683385;bird;0;16,25;4,3;R;0;0,911111111;0,711111111;DF;deciduous;55,95358639;PASSERIFORMES;Paridae
Perisoreus infaustus;Perisoreus infaustus;2012s;4;0,056;0,045;0,011;19951,44153;20181,65945;0,675931112;0,681983996;-230,2179248;-0,006052884;bird;0;84,4;7,1;R;0;0,99047619;0,688888889;CF;coniferous;61,18340414;PASSERIFORMES;Corvidae
Perisoreus infaustus;Perisoreus infaustus;2018s;4;0,051;0,047;0,005;31816,19973;31966,63097;0,716118901;0,7340964;-150,4312444;-0,017977499;bird;0;84,4;7,1;R;0;0,99047619;0,688888889;CF;coniferous;61,18340414;PASSERIFORMES;Corvidae
Picoides tridactylus;Picoides tridactylus;2006s;5;0,721;0,719;0,003;190,6859134;189,9247276;0,706817793;0,721189266;0,76118581;-0,014371473;bird;0;65,49;4,8;R;0;0,99047619;0,955555556;CF;coniferous;61,38595911;PICIFORMES;Picidae
Picoides tridactylus;Picoides tridactylus;2012s;4;0,051;0,046;0,005;11601,5437;11666,16051;0,637017368;0,617156961;-64,61681492;0,019860407;bird;0;65,49;4,8;R;0;0,99047619;0,955555556;CF;coniferous;61,38595911;PICIFORMES;Picidae
Picoides tridactylus;Picoides tridactylus;2018s;5;0,177;0,172;0,005;1189,734925;1196,107211;0,680244954;0,673039628;-6,372285917;0,007205326;bird;0;65,49;4,8;R;0;0,99047619;0,955555556;CF;coniferous;61,38595911;PICIFORMES;Picidae
Tetrao urogallus;Tetrao urogallus;2006s;7;0,998;0,959;0,039;0,000756469;0,000699338;0,693606852;0,691068281;5,71E-05;0,002538571;bird;0;2716,61;6,4;R;0;0,985714286;0,977777778;CF;coniferous;57,30012744;GALLIFORMES;Phasianidae
Tetrao urogallus;Tetrao urogallus;2012s;5;0,549;0,543;0,005;135,1485417;136,168113;0,66660107;0,670963484;-1,019571266;-0,004362415;bird;0;2716,61;6,4;R;0;0,985714286;0,977777778;CF;coniferous;57,30012744;GALLIFORMES;Phasianidae
Tetrao urogallus;Tetrao urogallus;2018s;6;0,564;0,562;0,003;21,94711658;21,8610193;0,680938899;0,679939925;0,086097286;0,000998974;bird;0;2716,61;6,4;R;0;0,985714286;0,977777778;CF;coniferous;57,30012744;GALLIFORMES;Phasianidae
Bonasa bonasia;Tetrastes bonasia;2000s;6;0,625;0,616;0,009;18,83286737;19,07393013;0,634804724;0,634061525;-0,24106276;0,000743198;bird;0;429;4,4;R;1;0,99047619;0,911111111;CF;coniferous;55,47628576;GALLIFORMES;Phasianidae
Bonasa bonasia;Tetrastes bonasia;2006s;7;0,997;0,986;0,011;0,000397368;0,000406542;0,639061435;0,639279977;-9,17E-06;-0,000218541;bird;0;429;4,4;R;1;0,99047619;0,911111111;CF;coniferous;55,47628576;GALLIFORMES;Phasianidae
Bonasa bonasia;Tetrastes bonasia;2012s;7;0,719;0,702;0,016;1,496802014;1,535641614;0,681258721;0,682455018;-0,0388396;-0,001196297;bird;0;429;4,4;R;1;0,99047619;0,911111111;CF;coniferous;55,47628576;GALLIFORMES;Phasianidae
Bonasa bonasia;Tetrastes bonasia;2018s;6;0,829;0,823;0,006;10,04403389;10,1462914;0,743304374;0,741516684;-0,102257515;0,001787691;bird;0;429;4,4;R;1;0,99047619;0,911111111;CF;coniferous;55,47628576;GALLIFORMES;Phasianidae
Loxia pytyopsittacus;Loxia pytyopsittacus;2006s;6;0,997;0,995;0,002;0,156195945;0,155684164;0,721406677;0,71763584;0,000511781;0,003770836;bird;0;53;3,4;R;0;0,99047619;0,888888889;CF;coniferous;57,80915827;PASSERIFORMES;Fringillidae
Loxia pytyopsittacus;Loxia pytyopsittacus;2012s;5;0,196;0,175;0,021;552,3308057;539,7358846;0,594254662;0,58536957;12,59492107;0,008885092;bird;0;53;3,4;R;0;0,99047619;0,888888889;CF;coniferous;57,80915827;PASSERIFORMES;Fringillidae
Loxia pytyopsittacus;Loxia pytyopsittacus;2018s;7;0,761;0,752;0,01;0,307368682;0,302645121;0,648896341;0,648104107;0,004723561;0,000792233;bird;0;53;3,4;R;0;0,99047619;0,888888889;CF;coniferous;57,80915827;PASSERIFORMES;Fringillidae
Dryocopus martius;Dryocopus martius;2000s;5;0,992;0,991;0,001;1,785467026;1,788662981;0,661546843;0,656390575;-0,003195954;0,005156268;bird;0;321;5,8;R;0;0,985714286;1;FO;mixedForest;55,43975513;PICIFORMES;Picidae
Dryocopus martius;Dryocopus martius;2006s;7;0,998;0,983;0,015;0,000384953;0,00037368;0,658570471;0,656569388;1,13E-05;0,002001083;bird;0;321;5,8;R;0;0,985714286;1;FO;mixedForest;55,43975513;PICIFORMES;Picidae
Dryocopus martius;Dryocopus martius;2012s;7;0,722;0,719;0,003;0,819631028;0,81593298;0,667726726;0,666701425;0,003698048;0,001025301;bird;0;321;5,8;R;0;0,985714286;1;FO;mixedForest;55,43975513;PICIFORMES;Picidae
Dryocopus martius;Dryocopus martius;2018s;7;0,378;0,317;0,061;17,69441964;19,07547183;0,637426928;0,638855571;-1,381052195;-0,001428643;bird;0;321;5,8;R;0;0,985714286;1;FO;mixedForest;55,43975513;PICIFORMES;Picidae
Saxicola rubetra;Saxicola rubetra;2000s;7;0,488;0,485;0,003;10,69550791;10,73429672;0,700748672;0,706639961;-0,038788814;-0,00589129;bird;0;16,6;3,3;L;1;0,885714286;0,911111111;FA;agric;56,01173335;PASSERIFORMES;Muscicapidae
Saxicola rubetra;Saxicola rubetra;2006s;6;0,199;0,144;0,055;348,779466;370,5926103;0,659209988;0,658575672;-21,81314425;0,000634316;bird;0;16,6;3,3;L;1;0,885714286;0,911111111;FA;agric;56,01173335;PASSERIFORMES;Muscicapidae
Saxicola rubetra;Saxicola rubetra;2012s;7;0,47;0,453;0,017;10,05423719;9,833650087;0,644487164;0,638561963;0,220587108;0,005925201;bird;0;16,6;3,3;L;1;0,885714286;0,911111111;FA;agric;56,01173335;PASSERIFORMES;Muscicapidae
Saxicola rubetra;Saxicola rubetra;2018s;7;0,59;0,571;0,02;5,773051577;5,937550843;0,70808223;0,715388473;-0,164499265;-0,007306242;bird;0;16,6;3,3;L;1;0,885714286;0,911111111;FA;agric;56,01173335;PASSERIFORMES;Muscicapidae
Acrocephalus schoenobaenus;Acrocephalus schoenobaenus;2000s;7;0,442;0,434;0,009;30,93085254;31,271341;0,662146874;0,669583022;-0,340488458;-0,007436148;bird;0;11,83;4,4;L;0;0,942857143;0,866666667;WE;water;56,20167746;PASSERIFORMES;Sylviidae
Acrocephalus schoenobaenus;Acrocephalus schoenobaenus;2006s;7;0,226;0,201;0,026;160,4856539;155,9357147;0,648859322;0,648179874;4,549939272;0,000679448;bird;0;11,83;4,4;L;0;0,942857143;0,866666667;WE;water;56,20167746;PASSERIFORMES;Sylviidae
Acrocephalus schoenobaenus;Acrocephalus schoenobaenus;2012s;7;0,229;0,209;0,021;497,8874898;509,7114724;0,823802607;0,823993849;-11,82398254;-0,000191242;bird;0;11,83;4,4;L;0;0,942857143;0,866666667;WE;water;56,20167746;PASSERIFORMES;Sylviidae
Acrocephalus schoenobaenus;Acrocephalus schoenobaenus;2018s;7;0,366;0,345;0,021;115,2293792;118,2881925;0,786455066;0,776696287;-3,058813375;0,009758779;bird;0;11,83;4,4;L;0;0,942857143;0,866666667;WE;water;56,20167746;PASSERIFORMES;Sylviidae
Actitis hypoleucos;Actitis hypoleucos;2000s;6;0,171;0,149;0,022;1674,773609;1635,657282;0,783354923;0,781148565;39,11632724;0,002206358;bird;0;48;6,8;L;0;0,826666667;0,8;OL;water;58,10806868;CHARADRIIFORMES;Scolopacidae
Actitis hypoleucos;Actitis hypoleucos;2006s;7;0,883;0,87;0,013;1,475681665;1,510607513;0,828861761;0,836356716;-0,034925848;-0,007494955;bird;0;48;6,8;L;0;0,826666667;0,8;OL;water;58,10806868;CHARADRIIFORMES;Scolopacidae
Actitis hypoleucos;Actitis hypoleucos;2012s;7;0,639;0,634;0,005;14,52585498;14,63204619;0,807132572;0,806158031;-0,106191215;0,000974542;bird;0;48;6,8;L;0;0,826666667;0,8;OL;water;58,10806868;CHARADRIIFORMES;Scolopacidae
Actitis hypoleucos;Actitis hypoleucos;2018s;7;0,419;0,395;0,024;33,51920367;32,5147547;0,853374866;0,852198468;1,004448973;0,001176398;bird;0;48;6,8;L;0;0,826666667;0,8;OL;water;58,10806868;CHARADRIIFORMES;Scolopacidae
Alauda arvensis;Alauda arvensis;2000s;6;0,161;0,16;0,001;155,5830136;155,7769286;0,515964639;0,517360661;-0,193914977;-0,001396023;bird;0;37,31;4,3;S;0;0,854945055;0,822222222;FA;agric;53,95315573;PASSERIFORMES;Alaudidae
Alauda arvensis;Alauda arvensis;2006s;7;0,302;0,272;0,03;40,82773803;42,27283039;0,667128121;0,661106647;-1,445092363;0,006021474;bird;0;37,31;4,3;S;0;0,854945055;0,822222222;FA;agric;53,95315573;PASSERIFORMES;Alaudidae
Alauda arvensis;Alauda arvensis;2012s;6;0,15;0,116;0,034;999,9633023;1037,418087;0,652215463;0,656727038;-37,4547847;-0,004511575;bird;0;37,31;4,3;S;0;0,854945055;0,822222222;FA;agric;53,95315573;PASSERIFORMES;Alaudidae
Alauda arvensis;Alauda arvensis;2018s;7;0,37;0,326;0,045;97,95595341;103,4837746;0,712732138;0,718921267;-5,527821224;-0,006189129;bird;0;37,31;4,3;S;0;0,854945055;0,822222222;FA;agric;53,95315573;PASSERIFORMES;Alaudidae
